"CUSIP.NO";"X";"ISSUER.NAME";"ISSUER.DESCRIPTION";"STATUS"
"37950E 90 1";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 1";"";"GLOBAL X FDS";"PUT";" "
"37950E 36 6";"*";"GLOBAL X FDS";"MSCI GREECE ETF";" "
"37950E 90 6";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 6";"";"GLOBAL X FDS";"PUT";" "
"37950E 40 8";"*";"GLOBAL X FDS";"MSCI CHINA CNSMR";" "
"37950E 90 8";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 8";"";"GLOBAL X FDS";"PUT";" "
"37950E 41 6";"*";"GLOBAL X FDS";"SOCIAL MED ETF";" "
"37950E 90 6";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 6";"";"GLOBAL X FDS";"PUT";" "
"37950E 47 3";"*";"GLOBAL X FDS";"GLBL X MLP ETF";" "
"37950E 90 3";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 3";"";"GLOBAL X FDS";"PUT";" "
"37950E 49 9";"";"GLOBAL X FDS";"GLB X FERTIL";" "
"37950E 50 7";"";"GLOBAL X FDS";"MSCI CHINA ENRGY";" "
"37950E 54 9";"*";"GLOBAL X FDS";"GLB X SUPERDIV";" "
"37950E 90 9";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 9";"";"GLOBAL X FDS";"PUT";" "
"37950E 60 6";"*";"GLOBAL X FDS";"MSCI CHINA FINCL";" "
"37950E 90 6";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 6";"";"GLOBAL X FDS";"PUT";" "
"37950E 64 8";"";"GLOBAL X FDS";"GBL X FTSE ETF";" "
"37950E 68 9";"";"GLOBAL X FDS";"MSCI PAKISTAN";" "
"37950E 70 5";"*";"GLOBAL X FDS";"MSCI CHINA INDST";" "
"37950E 90 5";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 5";"";"GLOBAL X FDS";"PUT";" "
"37950E 74 7";"";"GLOBAL X FDS";"GLBX MSCI NORW";" "
"37950E 80 4";"*";"GLOBAL X FDS";"MSCI CHINA COMMU";" "
"37950E 90 4";"";"GLOBAL X FDS";"CALL";" "
"37950E 95 4";"";"GLOBAL X FDS";"PUT";" "
"37951D AB 8";"";"GLOBAL EAGLE ENTMT INC";"NOTE  2.750% 2/1";" "
"37951D 10 2";"*";"GLOBAL EAGLE ENTMT INC";"COM";" "
"37951D 90 2";"";"GLOBAL EAGLE ENTMT INC";"CALL";" "
"37951D 95 2";"";"GLOBAL EAGLE ENTMT INC";"PUT";" "
"37953G 10 3";"*";"GLOBAL BRASS & COPPR HLDGS I";"COM";" "
"37953G 90 3";"";"GLOBAL BRASS & COPPR HLDGS I";"CALL";" "
"37953G 95 3";"";"GLOBAL BRASS & COPPR HLDGS I";"PUT";" "
"37954A 20 4";"*";"GLOBAL MED REIT INC";"COM NEW";" "
"37954A 90 4";"";"GLOBAL MED REIT INC";"CALL";" "
"37954A 95 4";"";"GLOBAL MED REIT INC";"PUT";" "
"37954Y 10 3";"";"GLOBAL X FDS";"SCIEN BETA US";""
"37954Y 30 1";"";"GLOBAL X FDS";"SCIEN BETA EUR";""
"37954Y 40 0";"";"GLOBAL X FDS";"BETA ASIA EXJP";""
"37954Y 43 4";"";"GLOBAL X FDS";"GENOMIC BIOTECH";"ADDED"
"37954Y 44 2";"";"GLOBAL X FDS";"CLOUD COMPUTNG";"ADDED"
"37954Y 45 9";"";"GLOBAL X FDS";"RUSSELL 2000";"ADDED"
"37954Y 46 7";"";"GLOBAL X FDS";"E COMMERCE ETF";""
"37954Y 47 5";"";"GLOBAL X FDS";"S&P 500 COVERED";""
"37954Y 48 3";"";"GLOBAL X FDS";"NASDAQ 100 COVER";""
"37954Y 49 1";"";"GLOBAL X FDS";"DAX GERMANY ETF";""
"37954Y 50 9";"";"GLOBAL X FDS";"SCIEN BETA JPN";""
"37954Y 51 7";"";"GLOBAL X FDS";"MSCI CHINA UTL";""
"37954Y 52 5";"";"GLOBAL X FDS";"MSCI CHINA RE";""
"37954Y 53 3";"";"GLOBAL X FDS";"MSCI CHINA IT";""
"37954Y 54 1";"";"GLOBAL X FDS";"MSCI CHINA HC";""
"37954Y 55 8";"";"GLOBAL X FDS";"MSCI CHINA CON";""
"37954Y 56 6";"";"GLOBAL X FDS";"MSCI CHINA LRG";""
"37954Y 57 4";"";"GLOBAL X FDS";"ADAPTIVE US";""
"37954Y 58 2";"";"GLOBAL X FDS";"TRGTINCM 5 ETF";""
"37954Y 59 0";"";"GLOBAL X FDS";"TRGTINM 2 ETF";""
"37954Y 61 6";"";"GLOBAL X FDS";"S&P 500 QLT ETF";""
"37954Y 62 4";"";"GLOBAL X FDS";"AUTONMOUS EV ETF";""
"37954Y 63 2";"";"GLOBAL X FDS";"FUTR ANALY ETF";""
"37954Y 65 7";"";"GLOBAL X FDS";"US PFD ETF";""
"37954Y 66 5";"";"GLOBAL X FDS";"GBL X MSCI NIGER";""
"37954Y 67 3";"";"GLOBAL X FDS";"US INFR DEV ETF";""
"37954Y 68 1";"";"GLOBAL X FDS";"FOUNDER RUN CO";""
"37954Y 69 9";"";"GLOBAL X FDS";"MSCI SUPDIV EA";""
"37954Y 70 7";"";"GLOBAL X FDS";"X YIELDCO  RENE";""
"37954Y 71 5";"*";"GLOBAL X FDS";"RBTCS ARTFL INTE";""
"37954Y 90 5";"";"GLOBAL X FDS";"CALL";""
"37954Y 95 5";"";"GLOBAL X FDS";"PUT";""
"37954Y 73 1";"";"GLOBAL X FDS";"CONSCIOUS COS";""
"37954Y 76 4";"";"GLOBAL X FDS";"MILL THEMC ETF";""
"37954Y 77 2";"";"GLOBAL X FDS";"LNTY THMTC ETF";""
"37954Y 78 0";"";"GLOBAL X FDS";"INTERNET OF THNG";""
"37954Y 79 8";"";"GLOBAL X FDS";"HELTH WELL ETF";""
"37954Y 80 6";"";"GLOBAL X FDS";"SUPER DIV ALTR";""
"37954Y 81 4";"";"GLOBAL X FDS";"FINTECH ETF";""
"37954Y 83 0";"";"GLOBAL X FDS";"GLOBAL X COPPER";""
"37954Y 84 8";"*";"GLOBAL X FDS";"GLOBAL X SILVER";""
"37954Y 90 8";"";"GLOBAL X FDS";"CALL";""
"37954Y 95 8";"";"GLOBAL X FDS";"PUT";""
"37954Y 85 5";"*";"GLOBAL X FDS";"LITHIUM BTRY ETF";""
"37954Y 90 5";"";"GLOBAL X FDS";"CALL";""
"37954Y 95 5";"";"GLOBAL X FDS";"PUT";""
"37954Y 86 3";"*";"GLOBAL X FDS";"GLOBAL X GOLD EX";""
"37954Y 90 3";"";"GLOBAL X FDS";"CALL";""
"37954Y 95 3";"";"GLOBAL X FDS";"PUT";""
"37954Y 87 1";"*";"GLOBAL X FDS";"GLOBAL X URANIUM";""
"37954Y 90 1";"";"GLOBAL X FDS";"CALL";""
"37954Y 95 1";"";"GLOBAL X FDS";"PUT";""
"37954Y 88 9";"";"GLOBAL X FDS";"S&P 500 CATHOLIC";""
"37955N 10 6";"";"GLOBAL SELF STORAGE INC";"COM";""
"379577 20 8";"*";"GLOBUS MED INC";"CL A";""
"379577 90 8";"";"GLOBUS MED INC";"CALL";""
"379577 95 8";"";"GLOBUS MED INC";"PUT";""
"379887 20 1";"";"GLOWPOINT INC";"COM NEW";"DELETED"
"379887 50 8";"";"GLOWPOINT INC";"COM";"ADDED"
"379890 10 6";"*";"GLU MOBILE INC";"COM";""
"379890 90 6";"";"GLU MOBILE INC";"CALL";""
"379890 95 6";"";"GLU MOBILE INC";"PUT";""
"38000Q 10 2";"*";"GLYCOMIMETICS INC";"COM";""
"38000Q 90 2";"";"GLYCOMIMETICS INC";"CALL";""
"38000Q 95 2";"";"GLYCOMIMETICS INC";"PUT";""
"380237 10 7";"*";"GODADDY INC";"CL A";""
"380237 90 7";"";"GODADDY INC";"CALL";""
"380237 95 7";"";"GODADDY INC";"PUT";""
"38045R 20 6";"*";"GOL LINHAS AEREAS INTLG S A";"SPON ADR PFD NEW";""
"38045R 90 6";"";"GOL LINHAS AEREAS INTLG S A";"CALL";""
"38045R 95 6";"";"GOL LINHAS AEREAS INTLG S A";"PUT";""
"38046C AB 5";"";"GOGO INC";"NOTE  3.750% 3/0";""
"38046C 10 9";"*";"GOGO INC";"COM";""
"38046C 90 9";"";"GOGO INC";"CALL";""
"38046C 95 9";"";"GOGO INC";"PUT";""
"38046Y AB 7";"";"GOLAR LNG LTD";"NOTE  2.750% 2/1";""
"38059T 10 6";"*";"GOLD FIELDS LTD NEW";"SPONSORED ADR";""
"38059T 90 6";"";"GOLD FIELDS LTD NEW";"CALL";""
"38059T 95 6";"";"GOLD FIELDS LTD NEW";"PUT";""
"38068T 10 5";"*";"GOLD RESOURCE CORP";"COM";""
"38068T 90 5";"";"GOLD RESOURCE CORP";"CALL";""
"38068T 95 5";"";"GOLD RESOURCE CORP";"PUT";""
"380738 10 4";"";"GOLD STD VENTURES CORP";"COM";""
"380956 40 9";"*";"GOLDCORP INC NEW";"COM";"DELETED"
"380956 90 9";"";"GOLDCORP INC NEW";"CALL";"DELETED"
"380956 95 9";"";"GOLDCORP INC NEW";"PUT";"DELETED"
"381013 10 1";"*";"GOLDEN ENTMT INC";"COM";""
"381013 90 1";"";"GOLDEN ENTMT INC";"CALL";""
"381013 95 1";"";"GOLDEN ENTMT INC";"PUT";""
"381119 10 6";"*";"GOLDEN MINERALS CO";"COM";""
"381119 90 6";"";"GOLDEN MINERALS CO";"CALL";""
"381119 95 6";"";"GOLDEN MINERALS CO";"PUT";""
"38119T AG 9";"";"GOLDEN STAR RES LTD CDA";"NOTE  7.000% 8/1";"ADDED"
"38119T 80 7";"*";"GOLDEN STAR RES LTD CDA";"COM";""
"38119T 90 7";"";"GOLDEN STAR RES LTD CDA";"CALL";""
"38119T 95 7";"";"GOLDEN STAR RES LTD CDA";"PUT";""
"381370 10 5";"*";"GOLDFIELD CORP";"COM";""
"381370 90 5";"";"GOLDFIELD CORP";"CALL";""
"381370 95 5";"";"GOLDFIELD CORP";"PUT";""
"38141G 10 4";"*";"GOLDMAN SACHS GROUP INC";"COM";""
"38141G 90 4";"";"GOLDMAN SACHS GROUP INC";"CALL";""
"38141G 95 4";"";"GOLDMAN SACHS GROUP INC";"PUT";""
"381430 10 7";"*";"GOLDMAN SACHS ETF TR";"ACTIVEBETA INT";""
"381430 90 7";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 7";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 20 6";"*";"GOLDMAN SACHS ETF TR";"ACTIVEBETA EME";""
"381430 90 6";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 6";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 23 0";"";"GOLDMAN SACHS ETF TR";"ACES ULTRA SHR";"ADDED"
"381430 25 5";"";"GOLDMAN SACHS ETF TR";"MOTIF NEW AGE";""
"381430 27 1";"";"GOLDMAN SACHS ETF TR";"MOTIF MANUF RE";""
"381430 29 7";"";"GOLDMAN SACHS ETF TR";"MOTIF HUMAN EV";""
"381430 30 5";"";"GOLDMAN SACHS ETF TR";"ACTIVEBETA EUR";""
"381430 32 1";"";"GOLDMAN SACHS ETF TR";"MOTIF FIN REIM";""
"381430 34 7";"";"GOLDMAN SACHS ETF TR";"MOTIF DATA DRIVN";""
"381430 36 2";"";"GOLDMAN SACHS ETF TR";"ACCESS INFLATI";""
"381430 39 6";"*";"GOLDMAN SACHS ETF TR";"JUST US LRG CP";""
"381430 90 6";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 6";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 40 4";"";"GOLDMAN SACHS ETF TR";"ACTIVEBETA JAP";""
"381430 43 8";"*";"GOLDMAN SACHS ETF TR";"EQUAL WEIGHT US";""
"381430 90 8";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 8";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 45 3";"*";"GOLDMAN SACHS ETF TR";"ACCESS HIG YLD";""
"381430 90 3";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 3";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 47 9";"*";"GOLDMAN SACHS ETF TR";"ACCESS INVT GR";""
"381430 90 9";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 9";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 50 3";"*";"GOLDMAN SACHS ETF TR";"EQUITY ETF";""
"381430 90 3";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 3";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 52 9";"";"GOLDMAN SACHS ETF TR";"ACCES TREASURY";""
"381430 54 5";"*";"GOLDMAN SACHS ETF TR";"HEDGE IND ETF";""
"381430 90 5";"";"GOLDMAN SACHS ETF TR";"CALL";""
"381430 95 5";"";"GOLDMAN SACHS ETF TR";"PUT";""
"381430 60 2";"";"GOLDMAN SACHS ETF TR";"ACTIVEBETA US";""
"38144L 85 2";"";"GOLDMAN SACHS GROUP INC";"SP ENHCMD37ETN";""
"38147Q MF 0";"";"GOLDMAN SACHS GROUP INC";"MTNF2/1";""
"38147U AB 3";"";"GOLDMAN SACHS BDC INC";"NOTE  4.500% 4/0";""
"38147U 10 7";"";"GOLDMAN SACHS BDC INC";"SHS";""
"38147W 10 3";"";"GOLDMAN SACHS MLP INC OPP FD";"COM SHS";""
"38148G 10 7";"";"GOLDMAN SACHS MLP ENERGY REN";"COM";""
"38173M 10 2";"*";"GOLUB CAP BDC INC";"COM";""
"38173M 90 2";"";"GOLUB CAP BDC INC";"CALL";""
"38173M 95 2";"";"GOLUB CAP BDC INC";"PUT";""
"382140 87 9";"*";"GOOD TIMES RESTAURANTS INC";"COM PAR $.001NEW";""
"382140 90 9";"";"GOOD TIMES RESTAURANTS INC";"CALL";""
"382140 95 9";"";"GOOD TIMES RESTAURANTS INC";"PUT";""
"382410 AR 9";"";"GOODRICH PETE CORP";"DEBT 13.500% 8/3";"DELETED"
"382410 84 3";"";"GOODRICH PETE CORP";"COM PAR";""
"382550 10 1";"*";"GOODYEAR TIRE & RUBR CO";"COM";""
"382550 90 1";"";"GOODYEAR TIRE & RUBR CO";"CALL";""
"382550 95 1";"";"GOODYEAR TIRE & RUBR CO";"PUT";""
"38267D 10 9";"*";"GOOSEHEAD INS INC";"COM CL A";""
"38267D 90 9";"";"GOOSEHEAD INS INC";"CALL";""
"38267D 95 9";"";"GOOSEHEAD INS INC";"PUT";""
"38268I AA 5";"";"GOPRO INC";"NOTE  3.500% 4/1";"DELETED"
"38268T AB 9";"";"GOPRO INC";"NOTE  3.500% 4/1";""
"38268T 10 3";"*";"GOPRO INC";"CL A";""
"38268T 90 3";"";"GOPRO INC";"CALL";""
"38268T 95 3";"";"GOPRO INC";"PUT";""
"382788 10 7";"";"GORDON POINTE ACQUISITION CO";"COM CLASS A";""
"382788 11 5";"";"GORDON POINTE ACQUISITION CO";"*W EXP 07/30/202";""
"382788 20 6";"";"GORDON POINTE ACQUISITION CO";"UNIT 01/18/2023";""
"38286G 10 9";"";"GORES HOLDINGS III INC";"CLASS A";""
"38286G 11 7";"";"GORES HOLDINGS III INC";"*W EXP 09/11/202";""
"38286G 20 8";"";"GORES HOLDINGS III INC";"UNIT 09/07/2024";""
"382872 10 9";"";"GORES METROPOULOS INC";"COM CL A";""
"382872 11 7";"";"GORES METROPOULOS INC";"*W EXP 01/28/202";""
"382872 20 8";"";"GORES METROPOULOS INC";"UNIT 99/99/9999";" "
"383082 10 4";"*";"GORMAN RUPP CO";"COM";" "
"383082 90 4";"";"GORMAN RUPP CO";"CALL";" "
"383082 95 4";"";"GORMAN RUPP CO";"PUT";" "
"38341P 10 2";"*";"GOSSAMER BIO INC";"COM";" "
"38341P 90 2";"";"GOSSAMER BIO INC";"CALL";" "
"38341P 95 2";"";"GOSSAMER BIO INC";"PUT";" "
"38388F 10 8";"*";"GRACE W R & CO DEL NEW";"COM";" "
"38388F 90 8";"";"GRACE W R & CO DEL NEW";"CALL";" "
"38388F 95 8";"";"GRACE W R & CO DEL NEW";"PUT";" "
"384109 10 4";"*";"GRACO INC";"COM";" "
"384109 90 4";"";"GRACO INC";"CALL";" "
"384109 95 4";"";"GRACO INC";"PUT";" "
"384278 10 7";"";"GRAF INDL CORP";"COM";" "
"384278 11 5";"";"GRAF INDL CORP";"*W EXP 12/31/202";" "
"384278 20 6";"";"GRAF INDL CORP";"UNIT 12/31/2025";" "
"384313 50 8";"*";"GRAFTECH INTL LTD";"COM";" "
"384313 90 8";"";"GRAFTECH INTL LTD";"CALL";" "
"384313 95 8";"";"GRAFTECH INTL LTD";"PUT";" "
"384556 10 6";"*";"GRAHAM CORP";"COM";" "
"384556 90 6";"";"GRAHAM CORP";"CALL";" "
"384556 95 6";"";"GRAHAM CORP";"PUT";" "
"384637 10 4";"";"GRAHAM HLDGS CO";"COM";" "
"384802 10 4";"*";"GRAINGER W W INC";"COM";" "
"384802 90 4";"";"GRAINGER W W INC";"CALL";" "
"384802 95 4";"";"GRAINGER W W INC";"PUT";" "
"38500P 20 8";"";"GRANA Y MONTERO S A A";"SPONSORED ADS";" "
"38500T AB 7";"";"GRAN TIERRA ENERGY INC";"NOTE  5.000% 4/0";" "
"38500T 10 1";"*";"GRAN TIERRA ENERGY INC";"COM";" "
"38500T 90 1";"";"GRAN TIERRA ENERGY INC";"CALL";" "
"38500T 95 1";"";"GRAN TIERRA ENERGY INC";"PUT";" "
"38526M 10 6";"*";"GRAND CANYON ED INC";"COM";" "
"38526M 90 6";"";"GRAND CANYON ED INC";"CALL";" "
"38526M 95 6";"";"GRAND CANYON ED INC";"PUT";" "
"387328 10 7";"*";"GRANITE CONSTR INC";"COM";" "
"387328 90 7";"";"GRANITE CONSTR INC";"CALL";" "
"387328 95 7";"";"GRANITE CONSTR INC";"PUT";" "
"38741L AC 1";"";"GRANITE PT MTG TR INC";"NOTE  6.375%10/0";" "
"38741L 10 7";"*";"GRANITE PT MTG TR INC";"COM";" "
"38741L 90 7";"";"GRANITE PT MTG TR INC";"CALL";" "
"38741L 95 7";"";"GRANITE PT MTG TR INC";"PUT";" "
"387437 11 4";"*";"GRANITE REAL ESTATE INVT TR";"UNIT 99/99/9999";" "
"387437 90 4";"";"GRANITE REAL ESTATE INVT TR";"CALL";" "
"387437 95 4";"";"GRANITE REAL ESTATE INVT TR";"PUT";" "
"38747R 10 8";"";"GRANITESHARES ETF TR";"BBG COMMD K 1";" "
"38747R 20 7";"";"GRANITESHARES ETF TR";"S&P GSCI CM K 1";" "
"38747R 30 6";"";"GRANITESHARES ETF TR";"HIPS US HIGH INC";" "
"38748G 10 1";"";"GRANITESHARES GOLD TR";"SHS BEN INT";" "
"38748T 10 3";"";"GRANITESHARES PLATINUM TR";"SHS BEN INT";" "
"388689 10 1";"*";"GRAPHIC PACKAGING HLDG CO";"COM";" "
"388689 90 1";"";"GRAPHIC PACKAGING HLDG CO";"CALL";" "
"388689 95 1";"";"GRAPHIC PACKAGING HLDG CO";"PUT";" "
"38911N 20 6";"";"GRAVITY CO LTD";"SPONSORED ADS NE";" "
"389375 10 6";"*";"GRAY TELEVISION INC";"COM";" "
"389375 90 6";"";"GRAY TELEVISION INC";"CALL";" "
"389375 95 6";"";"GRAY TELEVISION INC";"PUT";" "
"389375 20 5";"";"GRAY TELEVISION INC";"CL A";" "
"38983D 30 0";"";"GREAT AJAX CORP";"COM";" "
"390320 10 9";"*";"GREAT ELM CAP CORP";"COM";" "
"390320 90 9";"";"GREAT ELM CAP CORP";"CALL";" "
"390320 95 9";"";"GREAT ELM CAP CORP";"PUT";" "
"39036P 20 9";"";"GREAT ELM CAP GROUP INC";"COM NEW";" "
"390607 10 9";"*";"GREAT LAKES DREDGE & DOCK CO";"COM";" "
"390607 90 9";"";"GREAT LAKES DREDGE & DOCK CO";"CALL";" "
"390607 95 9";"";"GREAT LAKES DREDGE & DOCK CO";"PUT";" "
"390905 10 7";"*";"GREAT SOUTHN BANCORP INC";"COM";" "
"390905 90 7";"";"GREAT SOUTHN BANCORP INC";"CALL";" "
"390905 95 7";"";"GREAT SOUTHN BANCORP INC";"PUT";" "
"39115V 10 1";"*";"GREAT PANTHER MINING LIMITED";"COM";""
"39115V 90 1";"";"GREAT PANTHER MINING LIMITED";"CALL";""
"39115V 95 1";"";"GREAT PANTHER MINING LIMITED";"PUT";""
"391416 10 4";"*";"GREAT WESTN BANCORP INC";"COM";""
"391416 90 4";"";"GREAT WESTN BANCORP INC";"CALL";""
"391416 95 4";"";"GREAT WESTN BANCORP INC";"PUT";""
"392709 10 1";"*";"GREEN BRICK PARTNERS INC";"COM";""
"392709 90 1";"";"GREEN BRICK PARTNERS INC";"CALL";""
"392709 95 1";"";"GREEN BRICK PARTNERS INC";"PUT";""
"39304D 10 2";"*";"GREEN DOT CORP";"CL A";""
"39304D 90 2";"";"GREEN DOT CORP";"CALL";""
"39304D 95 2";"";"GREEN DOT CORP";"PUT";""
"393221 10 6";"";"GREEN PLAINS PARTNERS LP";"COM REP PTR IN";""
"393222 AF 1";"";"GREEN PLAINS INC";"NOTE  4.125% 9/0";""
"393222 AG 9";"";"GREEN PLAINS INC";"NOTE  3.250%10/0";""
"393222 10 4";"*";"GREEN PLAINS INC";"COM";""
"393222 90 4";"";"GREEN PLAINS INC";"CALL";""
"393222 95 4";"";"GREEN PLAINS INC";"PUT";""
"393657 AK 7";"";"GREENBRIER COS INC";"NOTE  2.875% 2/0";""
"393657 10 1";"*";"GREENBRIER COS INC";"COM";""
"393657 90 1";"";"GREENBRIER COS INC";"CALL";""
"393657 95 1";"";"GREENBRIER COS INC";"PUT";""
"394357 10 7";"";"GREENE COUNTY BANCORP INC";"COM";""
"395259 10 4";"*";"GREENHILL & CO INC";"COM";""
"395259 90 4";"";"GREENHILL & CO INC";"CALL";""
"395259 95 4";"";"GREENHILL & CO INC";"PUT";""
"395330 10 3";"*";"GREENLANE HLDGS INC";"CL A";"ADDED"
"395330 90 3";"";"GREENLANE HLDGS INC";"CALL";"ADDED"
"395330 95 3";"";"GREENLANE HLDGS INC";"PUT";"ADDED"
"39540F 10 1";"";"GREENPRO CAP CORP";"COM";""
"39572G 10 0";"*";"GREENSKY INC";"CL A";""
"39572G 90 0";"";"GREENSKY INC";"CALL";""
"39572G 95 0";"";"GREENSKY INC";"PUT";""
"39579V 10 0";"";"GREENTREE HOSPITALTY GROUP L";"SPONSORED ADS";""
"397624 10 7";"*";"GREIF INC";"CL A";""
"397624 90 7";"";"GREIF INC";"CALL";""
"397624 95 7";"";"GREIF INC";"PUT";""
"397624 20 6";"";"GREIF INC";"CL B";""
"398132 10 0";"*";"GRIDSUM HLDG INC";"SPONSORED ADR";""
"398132 90 0";"";"GRIDSUM HLDG INC";"CALL";""
"398132 95 0";"";"GRIDSUM HLDG INC";"PUT";""
"398231 10 0";"";"GRIFFIN INL RLTY INC";"COM";""
"398433 10 2";"*";"GRIFFON CORP";"COM";""
"398433 90 2";"";"GRIFFON CORP";"CALL";""
"398433 95 2";"";"GRIFFON CORP";"PUT";""
"398438 40 8";"*";"GRIFOLS S A";"SP ADR REP B NVT";""
"398438 90 8";"";"GRIFOLS S A";"CALL";""
"398438 95 8";"";"GRIFOLS S A";"PUT";""
"39868T 10 5";"";"GRITSTONE ONCOLOGY INC";"COM";""
"39874R 10 1";"";"GROCERY OUTLET HLDG CORP";"COM";"ADDED"
"398905 10 9";"*";"GROUP 1 AUTOMOTIVE INC";"COM";""
"398905 90 9";"";"GROUP 1 AUTOMOTIVE INC";"CALL";""
"398905 95 9";"";"GROUP 1 AUTOMOTIVE INC";"PUT";""
"399473 10 7";"*";"GROUPON INC";"COM";""
"399473 90 7";"";"GROUPON INC";"CALL";""
"399473 95 7";"";"GROUPON INC";"PUT";""
"399909 10 0";"*";"GRUPO FINANCIERO GALICIA S A";"SPONSORED ADR";""
"399909 90 0";"";"GRUPO FINANCIERO GALICIA S A";"CALL";""
"399909 95 0";"";"GRUPO FINANCIERO GALICIA S A";"PUT";""
"400110 10 2";"*";"GRUBHUB INC";"COM";""
"400110 90 2";"";"GRUBHUB INC";"CALL";""
"400110 95 2";"";"GRUBHUB INC";"PUT";""
"40049J 20 6";"*";"GRUPO TELEVISA SA";"SPON ADR REP ORD";""
"40049J 90 6";"";"GRUPO TELEVISA SA";"CALL";""
"40049J 95 6";"";"GRUPO TELEVISA SA";"PUT";""
"400491 10 6";"*";"GRUPO SIMEC S A B DE C V";"ADR";""
"400491 90 6";"";"GRUPO SIMEC S A B DE C V";"CALL";""
"400491 95 6";"";"GRUPO SIMEC S A B DE C V";"PUT";""
"400501 10 2";"*";"GRUPO AEROPORTUARIO CTR NORT";"SPON ADR";""
"400501 90 2";"";"GRUPO AEROPORTUARIO CTR NORT";"CALL";""
"400501 95 2";"";"GRUPO AEROPORTUARIO CTR NORT";"PUT";""
"400506 10 1";"*";"GPO AEROPORTUARIO DEL PAC SA";"SPON ADR B";""
"400506 90 1";"";"GPO AEROPORTUARIO DEL PAC SA";"CALL";""
"400506 95 1";"";"GPO AEROPORTUARIO DEL PAC SA";"PUT";""
"40051E 20 2";"*";"GRUPO AEROPORTUARIO DEL SURE";"SPON ADR SER B";""
"40051E 90 2";"";"GRUPO AEROPORTUARIO DEL SURE";"CALL";""
"40051E 95 2";"";"GRUPO AEROPORTUARIO DEL SURE";"PUT";""
"40052B 20 7";"*";"GTX INC DEL";"COM NEW";"DELETED"
"40052B 90 7";"";"GTX INC DEL";"CALL";"DELETED"
"40052B 95 7";"";"GTX INC DEL";"PUT";"DELETED"
"40053W 10 1";"";"GRUPO AVAL ACCIONES Y VALORE";"SPONSORED ADS";""
"40054A 10 8";"";"GRUPO SUPERVIELLE S A";"SPONSORED ADR";""
"40065W 10 7";"*";"GUANGSHEN RY LTD";"SPONSORED ADR";""
"40065W 90 7";"";"GUANGSHEN RY LTD";"CALL";""
"40065W 95 7";"";"GUANGSHEN RY LTD";"PUT";""
"400764 10 6";"";"GUARANTY BANCSHARES INC TEX";"COM";""
"40108P 10 1";"";"GUARANTY FED BANCSHARES INC";"COM";""
"40131M 10 9";"*";"GUARDANT HEALTH INC";"COM";""
"40131M 90 9";"";"GUARDANT HEALTH INC";"CALL";""
"40131M 95 9";"";"GUARDANT HEALTH INC";"PUT";""
"40145Q 20 3";"";"GUARDION HEALTH SCIENCES INC";"COM NEW";"ADDED"
"401617 10 5";"*";"GUESS INC";"COM";""
"401617 90 5";"";"GUESS INC";"CALL";""
"401617 95 5";"";"GUESS INC";"PUT";""
"401664 10 7";"";"GUGGENHEIM TAXABLE MUN MNGD";"COM";""
"40167B 10 0";"";"GUGGENHEIM ENHNCD EQTY INCM";"COM";""
"40167F 10 1";"";"GUGGENHEIM STRATEGIC OPP FD";"COM SBI";""
"40168G 10 8";"";"GUGGENHEIM CR ALLOCATION FD";"COM";""
"40171V AA 8";"";"GUIDEWIRE SOFTWARE INC";"NOTE  1.250% 3/1";""
"40171V 10 0";"*";"GUIDEWIRE SOFTWARE INC";"COM";""
"40171V 90 0";"";"GUIDEWIRE SOFTWARE INC";"CALL";""
"40171V 95 0";"";"GUIDEWIRE SOFTWARE INC";"PUT";""
"402307 10 2";"*";"GULF ISLAND FABRICATION INC";"COM";" "
"402307 90 2";"";"GULF ISLAND FABRICATION INC";"CALL";" "
"402307 95 2";"";"GULF ISLAND FABRICATION INC";"PUT";" "
"40251W 30 9";"*";"GULF RESOURCES INC";"COM PAR";" "
"40251W 90 9";"";"GULF RESOURCES INC";"CALL";" "
"40251W 95 9";"";"GULF RESOURCES INC";"PUT";" "
"402635 30 4";"*";"GULFPORT ENERGY CORP";"COM NEW";" "
